diff,top_level_label
"- print(A,N)
+ # print(A,N)",call
"- print(abs(a - b) + min(min(a, b) - 1, n - max(a, b)))
+ print(abs(a - b) // 2 + min(min(a, b) - 1, n - max(a, b)) + 1)",expression
"+         break
+     ",control_flow
+     break,control_flow
"- if b==0:
+ if key==True and b==0:",control_flow
"- for i in range(n):
+ for i in range(1, n):",call
"- print(d)
+ #print(d)",call
"+     index = N
-             index = i+1
+             index = i
+     ",expression
"- print(p[0] + p[1] + [2] - max(p))
+ print(p[0] + p[1] + p[2] - max(p))",call
"- for i in range(2*k):
+ for i in range(k):",expression
- print(i),call
"-         wf=1
+         wf+=1",assignment
"- for i in range(n-3):
+ for i in range(n):
-     for j in range(i+1, n-1):
+     for j in range(i+1, n):",expression
"- ans = min(n, ans)
+ ans = min(n - 1, ans)",assignment
-     print(b),call
"-         ans1 += 1
+         ans += 1",identifier
"- a,b,c,d,e = [int(input) for i in range(6)]
+ a,b,c,d,e,k=[int(input()) for i in range(6)]
- print('Yay!' if e-a <= k else ':(')
+ print('Yay!' if e-a<=k else ':(')",call
"-         d.append(x[7:])
+         d.add(x[7:])",identifier
"- A,B,C = map(int(),input().split())
+ A, B, C = map(int, input().split())",call
"- if head_b_count == tail_a_count == head_b_tail_a_count:
+ if head_b_count == tail_a_count == head_b_tail_a_count != 0:",control_flow
"-         if right > 0:
+         if right >= 1:
-             dp_csum[i] = dp_csum[i - 1] + dp[i]
+     dp_csum[i] = dp_csum[i - 1] + dp[i]
-             dp_csum[i] %= mod
+     dp_csum[i] %= mod",control_flow
"- answer = True if is_even and S1 == S2 else False
+ answer = 'Yes' if is_even and S1 == S2 else 'No'",assignment
"- print(min(a+(b-(a+1))//2, n-b+(b-a-1)//2))
+ print(min(a+(b-(a+1))//2, n-b+1+(b-a-1)//2))",expression
"-   print((n//2)*(n//2-1))
+   print((n//2)*(n//2))",expression
"- max_h = h[max(h)]
+ max_h = max(h.values())",call
"- print(s.count(1))
+ print(s.count(""1""))",call
"- 
+ a.sort()",call
"- h.sort
+ h.sort()",call
"- print(z-a)
+ print(z-a+1)",expression
+         exit(),call
-   print(s),call
"-   print(i)
+   print(i+1)",expression
-     print(a),call
"-     print(min(lst), max(lst), sum())
+     print(min(lst), max(lst), sum(lst))",call
- print(T),call
"- print(max([len(set(S[:i])) + len(set(S[i:])) for i in range(N)]))
+ print(max([len(set(S[:i]).intersection(set(S[i:]))) for i in range(N)]))",call
"+                 d.appendleft(QueryList[2])
+             else:
-             else:
-                 d.appendleft(QueryList[2])
-     ",identifier
"+ 
-   if ans>1e+18:
+     if ans>1e+18:
-     ans=-1
+       print(-1)
-     exit()
+       exit()
- print(ans)
+   print(ans)
+ 
+ 
+ ",call
"- s = set(list(int(input())))
+ s = set(list(input()))",call
"- i=0
- for i in range(1,n-1):
+ for i in range(n-1):",call
+         s=s+1,assignment
- print(oks),call
"- y = ceil(b/c)
+ y = ceil(c/b)",expression
"-   tot=int(N[i])
+   tot+=int(N[i])",assignment
"- for i in a[1:]:
+ for i in A[1:]:",identifier
"- if(S == ABC):
+ if(S == ""ABC""):",control_flow
"-     for P in range(max(X)):
+     for P in range(1, max(X)+1):",call
"- print(-(-n // (2 * d)))
+ print(-(-n // (2 * d + 1)))",expression
"-     return sum_sep_count
+     return sum_sep_count+mons_num
- print(sep_to_1(N)+N)
+ print(sep_to_1(N))",expression
"-     rootn = int((N+1)**0.5)
+     rootn = int((N**0.5)+1)",call
"- if Dis[H-1][W-1]:
+ if (Dis[H-1][W-1]==-1):",control_flow
"- if A==B and B==BA:
+ if A==B and B==BA and A!=0:",control_flow
-     print(root),call
"- if not b-a % 2:
+ if (b-a) % 2 == 0:",control_flow
"- for i in range(2, n-1):
+ for i in range(2, n):",expression
- print(pos),call
"-     grid = np.zeros((M,M),dtype=bool)
+     grid = np.zeros((2*M,2*M),dtype=bool)",assignment
"- b=24-a
+ b=24+(24-a)",assignment
"- print(5+n//min(a))
+ print(5+(n-1)//min(a))",call
"-   oniend = (pase * time) - oni
+   oniend = oni - (pase * time)",expression
"-     a.append(a[i-1]*2+3)
+     a.append(a[i]*2+3)
-     p.append(p[i-1]*2+1)
+     p.append(p[i]*2+1)",expression
"- elif Y<X:
+ elif X<Y:",control_flow
"- Ab = A = np.array([
+ Ab = np.array([",assignment
"- if flag == n - cnt:
+ if cnt != n:",control_flow
"-         dpr[i] += cnt
+         dpr[i] += cnt*k
-         dpl[i] += N-1-cnt
+         dpl[i] += (N-1-cnt)*k",expression
- print(l),call
"- int(input())
+ x =int(input())
- ",assignment
- print(aa),call
"-     if k == 0:
+     if k % 2 == 0:",control_flow
"+             if i != j:
-             new_set = setx | sety
+                 new_set = setx | sety
-             self.set(i, new_set)
+                 self.set(i, new_set)
-             self.set(j, i)
+                 self.set(j, i)",control_flow
"-     if N <= temp < (N + 0.5):
+     if N <= temp < (N + 1):",control_flow
"+         
+ print(possible_num)",call
"-         if i in l[j][0:]:
+         if i not in l[j][0:]:",control_flow
"-     print(pr-min(sei))
+     print(pr-2*min(sei))",expression
"- print(int(v[0]))
+ print(v[0])",call
"- c = sorted(list(map(int, input().split())))
+ c = sorted(list(map(int, input().split())), reverse=True)",call
+     return output,control_flow
"-     X=s[:i+1]
+     X=s[:i]
-     #print(a)
+     #print(a,X,Y)",expression
"- if x >= a * a * b:
+ if x >= a * a * b / 2:",control_flow
"+ if N!=1:
- B=B[:-(N-1)]
+   B=B[:-(N-1)]",control_flow
"-         A +=1
+         num +=1",identifier
- print(l),call
"- if ju:
+ if not ju:",control_flow
"- print(a)
+ ",call
"- print(x.index(0)) 
+ print(x.index(0) + 1)",expression
- print(np),call
"-   print(W*H,1)
+   print(W*H/2,1)",expression
"-         my_count[j] = s[i][j]
+         my_count[j + 1] = s[i][j]",assignment
"- print(p)
+ ",call
-         print(ans),call
"+     # 入力の取得
+     # 連続して並んでいる数と要素をリストにする
-     ones = [0]
+     ones = []
+ 
+     # 始まり（start）と要素数(cnt)
+ 
+         # 1から0に変わるところ
+         # 0から1に変わるところ
+         # 前と同じところ
+     # 端が0のときは1で埋める
- 
+     
+     # 最初のケース
-     ans = sum(ones[0:k+1]) + sum(zeros[0:k])
+     ans = sum(ones[:k+1]) + sum(zeros[:k])
+         # 尺取り虫擬態探索法",call
"- el = list(range(M))
+ el = list(range(1, M + 1))",call
+ A.sort(),call
"-     ans += lr[i][1] - lr[i][0]
+     ans += lr[i][1] - lr[i][0]+1",expression
"- if score:
+ if score > 0:",control_flow
"+ import bisect
+ 
+ 
+ # print(L)
-         c_low = b - a + 1
+         c_low = b - a
+         
+ #         print('=====')
+ #         print(a,b)
+ #         print(c_low_idx,c_up_idx)
+         
- #         print(a,b,ans,c_up_idx,c_low_idx)
+ #         print(ans,c_low_idx,c_up_idx)",expression
"-     a[i] = int(input()) - 1
+     a.append(int(input()) - 1)",call
- print(N),call
-     print(Buffer),call
"-     print(b)
- print(ans)
+ print(ans % mod)",call
"-     char_list.append('e')
+     char_list.append(target_word)",call
"- print(sum)
+ print(sum*2)",expression
"- al_1.append((b_lis))
+ al.append((b_lis))
- for i in al_1:
+ for i in al:",identifier
"- dic2.append([0,])
+ dic2.append([0,0])",call
"- 
+  
+   a = a // 1
- 
+  ",assignment
"- for i in range(len(a)):
+ for i in range(len(a)-1):
-   if a[i]=='s':
+   if a[i]==s:",control_flow
+ ans.sort(),call
"- from collections import gcd
+ from math import gcd",identifier
"-  
+ u = """"
-     u = u + s[i] + t[i]
+     u = u + s[i] + t[i] 
-  ",assignment
"- print(n * 800 - 200 * n // 15)
+ print(n * 800 - n // 15 * 200)",expression
"- if b==A:
+ if b=='A':
- elif b==T:
+ elif b=='T':
- elif b==G:
+ elif b=='G':",control_flow
"-   counts.appned(1)
+   counts.append(1)",identifier
"-     for i in range(m):
+     for i in range(1,m):",call
"- E = list(input())
+ E = list(input()) + [""""]
- for i, j in zip(O,E):
+ for i,j in zip(O,E):
-     print(i + j,end = """")
+     print(i+j,end = """")",assignment
"- if b-a+1<=2*k:
+ if (b-a+1)>2*k:",control_flow
"-     print(r)
+     #print(r)",call
-             print(num),call
"- print([""P"",""Imp""][a%3==b%3 and a%3==1 or a%3==2]+""ossible"")
+ print([""P"",""Imp""][a%3==b%3 and (a%3==1 or a%3==2)]+""ossible"")",call
"- print(min(-(-b//a), c))
+ print(min(b//a, c))",call
"-     if '...' in s[b:d+1]:
+     if '...' in s[b-2:d+1]:",control_flow
"-   A=list(map(int, input().split()))
+     A=list(map(int,input().split()))
-   p=C
+     p=C
+     for j in range(M):p+=A[j]*B[j]
+     if p>0:count+=1
-   for j in range(M):
-     P+=A[j]*B[j]
-     if p>0:
-       count+=1",identifier
"- #resolve()
+ resolve()",call
- print(x),call
"- 		D.append(s)
+ 		D.add(s)",identifier
"- 
+         
- for bit in range(n**2):
+ for bit in range(2**n):",expression
"- print(cost)
- ",call
"-     x = n-1
+     x = n",expression
- print(num),call
"- print(HP, MP)
+ ",call
"- elif a<k<=b:
+ elif a<k<=a+b:",control_flow
"- a=[int(b) for b in input()]
+ a=[int(b) for b in input().split()]",call
"-     U = input().split()
+     U = input()
-  
+ ",call
"-     ret1 = cost(index+1, a+l[index],b,c)
+     ret1 = cost(index+1, a+l[index],b,c) + 10
-     ret2 = cost(index+1, a,b+l[index],c)
+     ret2 = cost(index+1, a,b+l[index],c) + 10
-     ret3 = cost(index+1, a,b,c+l[index])
+     ret3 = cost(index+1, a,b,c+l[index]) + 10",assignment
- print(cnt),call
"- for i in range(1,N+1):
+ for i in range(1,N):",expression
"-     print(check[N[1]])
+     print(check[N[1] - 1])",expression
"- print(a, b)
+ ",call
"- 
-     if (N-p)%p ==0 and (N-p)//p >= 1:
+     if (N-p)%p ==0 and (N-p)//p > p:
- ",control_flow
- print(angle),call
"- for i in reversed(range(1,math.ceil(math.sqrt(N)))):
+ for i in reversed(range(1,math.ceil(math.sqrt(N)+1))):",expression
"- print(max[a+b,a-b,a*b])
+ print(max([a+b,a-b,a*b]))",call
"- print(high - low)
+ print(high - low + 1)",expression
"- print(f(A)^f(B-1))
+ print(f(A-1)^f(B))",expression
"-   if i % 2 == 1 and lst[i] % 2 == 1:
+   if i % 2 == 0:
+     if lst[i] % 2 == 1:
-     c += 1
+       c += 1",control_flow
- print(data),call
"- import numpy as np
+  
- 
- 
- print(-(-(n-1))//(k-1))
+ print(-(-(n-1)//(k-1)))",call
+     exit(),call
"- for x in range(1,int(np.sqrt(n))):
+ for x in range(1,int(np.sqrt(n)+1)):",expression
"- print(a+b)
+ print(b+a)",expression
"-     min_jump[num] = jump
+     min_jump.append(jump)",call
"- dp[2] = min(abs(h[2]-h[1]), abs(h[2]-h[0]))
+ dp[2] = min(abs(h[2]-h[1])+dp[1], abs(h[2]-h[0]))",assignment
"-         ans += (a[i] * (S-a[i])) % mod
+         ans += (a[i] * (S-a[i]))
-     print(ans%mod //2)
+     print(ans//2%mod)",expression
"- s[k] = s[k].lower()
+ s[k-1] = s[k-1].lower()",assignment
"-   print(0)
+     print(0)
-   exit()
+     exit()
- for i in range(R-L+1):
+ for i in range(R-L):
-   for j in range(1,R-L+1):
+     for j in range(i+1,R-L+1):
-     if ans>((L+i)*(L+j))%2019:
+         if ans>((L+i)*(L+j))%2019:
-       ans=((L+i)*(L+j))%2019
+             ans=((L+i)*(L+j))%2019",expression
"- print(h,m,s)
+ print(h,m,s, sep=':')
+ ",call
+ solve(),call
"-   t, x = map(int, input())
+   t, x = map(int, input().split())",call
"- a = list(map(int, input().split))
+ a = list(map(int, input().split()))",call
-   print(x),call
"- a-sorted(list(map(int,input().split())))
+ a=sorted(list(map(int,input().split())))",expression
"+ 
- for i in a :
-     ",control_flow
"-   print(min(a,b))
+   print(min(a,b), end="""")",call
"-     print(k, h)",call
"- A.sort()
+ A.sort(reverse=True)",call
"- elif floor(tmp2 * 1.08):
+ elif floor(tmp2 * 1.08) == N:",control_flow
"- print('%d %d %d'%(min(l), max(l), sum(l)/n))
+ print('%d %d %d'%(min(l), max(l), sum(l)))",expression
"- 			dp[i][(10 * j + cur) % 13] += dp[i - 1][j]
+ 			dp[i][(10 * j + cur) % 13] += dp[i - 1][j] % MOD
- 				dp[i][(10 * j + cur) % 13] += dp[i - 1][j]
+ 				dp[i][(10 * j + cur) % 13] += dp[i - 1][j] % MOD",expression
"- print('Yes' if len(set(s))==2 and s.count(s[0]==2) else 'No')
+ print('Yes' if len(set(s))==2 and s.count(s[0])==2 else 'No')",call
"- for i in range(len(s)-1):
+ for i in range(len(s)):",expression
"-     ans = a[i+k]-a[i]
+     ans = a[i+k-1]-a[i]",assignment
"- L.sort()
+ 
-     #print(sa,sum1-sum2,sum2)",call
"- a,b=map(int,input())
+ a,b=map(int,input().split())",call
- print(alist),call
"-   for i in range(len(l)):
+   for i in range(len(l)-1):
-     for j in range(len(l)):
+     for j in range(i+1,len(l)):",call
"- l = list(map(int,input()))
+ l = list(map(int,input().split()))",call
"-         if x < tmp:
+         if x < tmp[0]:
-     elif x<tmp:
+     elif x<tmp[0]:",control_flow
"-  r-={e[1:]}
+  r-=set(e[1:])",call
"-         print(sx,ux)
+ ",call
"-         print(memo[k])
+         print(memo[k]+1)",expression
"- print(d)
+ # print(d)",call
"-     print(0)
+     ans=0",call
"- ans = 2*N
+ ans = 2*N-1",assignment
"-     dif.append(x[i+1]-x[i]-1)
+     dif.append(x[i+1]-x[i])",expression
"- if Z % 2 == 0 and Z >= 0:
+ if Z % 2 == 0 and X * 2 >= Z >= 0:",control_flow
+         break,control_flow
"-         a[i]+=1
+         a[i-1]+=1",expression
"- print(myset)
- ",call
-     print(ANS),call
"- print(sum(sorted(a,reverse=True)[:n*2:2]))
+ print(sum(sorted(a,reverse=True)[1:n*2:2]))",call
"-   a,b=map(int,input().split)
+   a,b=map(int,input().split())",call
+     print(cnt),call
"- if a+b >= x:
+ if a + b >= x and a <= x:",control_flow
"- colors = [int(input())]
+ colors = [-int(input())]",expression
"- for i in range(1,n+1):
+ for i in range(1,n):",expression
- print(c),call
"- S, T = map(str, input.split())
+ S, T = map(str, input().split())",call
"-                 dp[i] += A[i-l] - A[max(i-r-1, 0)]  # lからrの間で，注目点に行くために使用できる点を逆算． そこに行くことができる = 選択行動範囲の値を選択することで注目点に達することができる通り数．
+                 dp[i] += A[i-l] - A[max(i-r, 0)-1]  # lからrの間で，注目点に行くために使用できる点を逆算． そこに行くことができる = 選択行動範囲の値を選択することで注目点に達することができる通り数．",call
"- ans[0] = (h-2)*(w-2)
+ ans[0] = (h-2)*(w-2) - len(black)
- 
-             
-     ",assignment
"- p=-1
+ p=1",expression
"-   m.append(abs(a - t - h[i]*0.006))
+   m.append(abs(a - (t - h[i]*0.006)))",call
+ print(avr),call
"-     uf.union(a, b)
+     uf.union(a - 1, b - 1)",expression
"-     print(""S""+""es"")
+     print(S+""es"")
-     print(""S""+""s"")
+     print(S+""s"")",call
"- for i in range(10**(n-1), 10**(n), 1):
+ for i in range(10**(n-1) if n > 1 else 0, 10**(n), 1):",control_flow
"- if ab==A==B:
+ if ab>0 and ab==A==B:",control_flow
+ tmp=0,assignment
"-     print(num)
+     #print(num)",call
"- elif A < K and K <= B:
+ elif A < K and K <= B + A:",control_flow
"- S,W = map(int, input().split())
+ S, W = map(int, input().split())
+     # S,W = input().split()
+     # S = int(S)
+     # W = int(W)
-     print(safe)
+     print(""safe"")
-     print(unsafe)
+     print(""unsafe"")",call
"+ check=0
+ 
+ 
+ ",assignment
"- t - input()
+ t = input()",expression
"-     return n//x
+     return n//x + 1",expression
"- print(a+b%24)
+ print((a+b)%24)",call
"- 
- print(s)",call
- 	print(x),call
"-   for i in range(len(str(n))-1):
+   for i in range(len(str(n))): 
-     if int(str(n)[i]) in d:
+     if int(str(n)[i]) in d: #1つでも嫌いな数字がある場合はその瞬間判定1にして次の数へ
-   if hantei==0:
+   if hantei==0: #嫌いな数字がない場合はその数字が正解なのでbreak",expression
"+ #移動の最小値(高速化問題)
- elif (x//d)%2 == 0:
+ elif (k-(x//d))%2 == 0:",control_flow
"+ 
- print(ln)",call
+     fls = clist,assignment
"- if a==0:
+ if a%x==0:",control_flow
"-         print(b+((b-a-1)//2))
+         print(n-b+1+((b-a-1)//2))",expression
"- print(func(a))
+ print(func(""a""))",call
"- 				ans = str(A) + op1 + str(B) + op2 + str(C) + op3 + str(D)
+ 				ans = str(A) + op1 + str(B) + op2 + str(C) + op3 + str(D) + ""=7""",assignment
"-         
- print(starts, ends)",call
"- A, B = map(int, input())
+ A, B = map(int, input().split())",call
-         print(i),call
"- d = a // b
+ d = b // a",expression
+     INF = 10**8,assignment
- print(l),call
"-         if (s>>i)==1:
+         if (s>>i&1):",control_flow
"-   res = r - l + 1
+   res += r - l + 1",assignment
"-         print(c,k)",call
+             break,control_flow
- print(a),call
+     count = 0,assignment
"- if S % N:
+ if int(N) % S:",control_flow
"-     x = x + (av)**2 
+     x = x + (i-av)**2 ",assignment
- print(root),call
"-                 listY.append(j)
+                 listY.append(y // j)",expression
"- 		if a[i] <= ""z"" or a[i] >= ""a"":
+ 		if a[i] <= ""z"" and a[i] >= ""a"":",control_flow
-     print(r),call
-     print(now),call
- print(cnt),call
"+ #n=len(a)
- x0,x1,x2,o0,o1,o2=a[0],0,0,-10**18,a[1],-10**18
+ x0,x1,x2,o0,o1,o2=a[0],-10**18,0,-10**18,a[1],-10**18",assignment
"-         min = int(min) - 1
+         min = int(min) ",expression
"+ 
- if 1000 - d == 0:
+ if 1000 - d == 0 or d == 0:",control_flow
"- n = int()
+ n = int(input())
- seats = [list(map(int,input().split())) for _ in range(n)]
+ seats = [list(map(int, input().split())) for _ in range(n)]
+ ",call
"- x = int(input)
+ x = int(input())",call
"- print(a, b)",call
"- print(""Yes"" if sorted(input()) < sorted(input()[::-1]) else ""No"")
+ print(""Yes"" if sorted(input()) < sorted(input())[::-1] else ""No"")",call
"- yobi = yobi.reverse
+ yobi.reverse()",call
"- ans = a + b
+ ans = b + a",expression
"-   if N // 2 < a or S // 2 < a:
+   if N // 2 < a and S // 2 < a:",control_flow
-         print(N),call
"-     if A <= int(st) <= B:
+     if int(st) == n:",control_flow
-     print(num),call
"-     if r >= ansl:
+     if r < ansr:",control_flow
+ mp[s] = 1,assignment
"-     for i in range(b+1, d):
+     for i in range(b, d):",expression
"- print(2*math.pi)
+ print(2*math.pi*r)",expression
"- print(math.floor(i))
+ print(i)",call
"- print(a)
+ ",call
"- input = sys.stdin.readline()
+ input = sys.stdin.readline",call
- print(diff),call
- print(sss),call
"- ans = sum(right_list) * K % mod
+ ans = sum(right_list) * K
- ans += sum(whole_list) * (K - 1) * K // 2 % mod
+ ans += sum(whole_list) * (K - 1) * K // 2
- print(ans)
+ print(ans % mod)",expression
"- if N>K:
+ if N%K==0:",control_flow
"- f = d[g]
+ f = d[g-1]
- j = d[g+1]
+ j = d[g]",expression
"-         cnt_list.append(cnt) 
+         cnt_list.append(cnt)
- print(cnt_list)
+ #print(cnt_list)",call
"-         result += 1
+         ans += 1",identifier
"- for i in range(n):
+ for i in range(1, n):",call
+ A.sort(),call
"- print(P)
+ #print(P)",call
"- input()
+ s=input()",assignment
"- mountains.sort()
+ mountains.sort(reverse=True)",call
"-     print(ans)
+     print(ans % MOD)
-     print(ans)
+     print(ans % MOD)",expression
"-         if i^5-j^5==x:
+         if i**5-j**5==x:",control_flow
- print(input_list),call
"- for i in range(N):
+ for ii in range(N):
+     i = ii + 1",identifier
